"","chr_id","type","feature","start","stop","strand","gene_id","gene_version","gene_name","gene_source","gene_biotype","transcript_id","transcript_version","transcript_name","transcript_source","transcript_biotype","tag","transcript_support_level","exon_number","exon_id","exon_version","protein_id","protein_version","ccds_id","is_poisonous_exon"
"ENSG00000169567.860867","5","havana","exon",131160656,131160844,"-","ENSG00000169567","12","HINT1","ensembl_havana","protein_coding","ENST00000508495","5","HINT1-206","havana","nonsense_mediated_decay",NA,"1","3","ENSE00002086994","1",NA,NA,NA,TRUE
"ENSG00000169592.2252708","16","havana","exon",30001212,30001530,"+","ENSG00000169592","15","INO80E","ensembl_havana","protein_coding","ENST00000567065","5","INO80E-208","havana","nonsense_mediated_decay",NA,"3","6","ENSE00002617526","1",NA,NA,NA,TRUE
"ENSG00000169592.2252727","16","havana","exon",30001212,30001530,"+","ENSG00000169592","15","INO80E","ensembl_havana","protein_coding","ENST00000562441","5","INO80E-205","havana","nonsense_mediated_decay",NA,"2","6","ENSE00002617526","1",NA,NA,NA,TRUE
"ENSG00000169592.2252769","16","havana","exon",30002436,30003013,"+","ENSG00000169592","15","INO80E","ensembl_havana","protein_coding","ENST00000567987","5","INO80E-211","havana","nonsense_mediated_decay",NA,"1","7","ENSE00002601287","1",NA,NA,NA,TRUE
"ENSG00000169598.12242","1","havana","exon",3873014,3873137,"+","ENSG00000169598","15","DFFB","ensembl_havana","protein_coding","ENST00000491998","5","DFFB-211","havana","nonsense_mediated_decay",NA,"1","7","ENSE00001885005","1",NA,NA,NA,TRUE
"ENSG00000169598.12276","1","havana","exon",3860420,3860506,"+","ENSG00000169598","15","DFFB","ensembl_havana","protein_coding","ENST00000477548","5","DFFB-209","havana","nonsense_mediated_decay",NA,"1","3","ENSE00001882372","1",NA,NA,NA,TRUE
"ENSG00000169598.12297","1","havana","exon",3865643,3866000,"+","ENSG00000169598","15","DFFB","ensembl_havana","protein_coding","ENST00000339350","7","DFFB-202","havana","nonsense_mediated_decay",NA,"1","3","ENSE00001377292","2",NA,NA,NA,TRUE
"ENSG00000169598.12365","1","havana","exon",3883507,3883800,"+","ENSG00000169598","15","DFFB","ensembl_havana","protein_coding","ENST00000461150","1","DFFB-206","havana","nonsense_mediated_decay","cds_start_NF","2","1","ENSE00001906121","1",NA,NA,NA,TRUE
"ENSG00000169599.321947","2","havana","exon",69399239,69399382,"-","ENSG00000169599","12","NFU1","ensembl_havana","protein_coding","ENST00000474230","5","NFU1-209","havana","nonsense_mediated_decay","cds_start_NF","3","4","ENSE00001886503","1",NA,NA,NA,TRUE
"ENSG00000169599.322024","2","havana","exon",69429904,69430021,"-","ENSG00000169599","12","NFU1","ensembl_havana","protein_coding","ENST00000419370","5","NFU1-204","havana","nonsense_mediated_decay",NA,"3","3","ENSE00002456449","1",NA,NA,NA,TRUE
"ENSG00000169607.363597","2","havana","exon",112755977,112756134,"-","ENSG00000169607","13","CKAP2L","ensembl_havana","protein_coding","ENST00000435431","5","CKAP2L-202","havana","nonsense_mediated_decay",NA,"2","5","ENSE00001624956","1",NA,NA,NA,TRUE
"ENSG00000169621.321209","2","havana","exon",68535283,68535383,"+","ENSG00000169621","10","APLF","ensembl_havana","protein_coding","ENST00000445692","5","APLF-203","havana","nonsense_mediated_decay",NA,"5","7","ENSE00001735572","1",NA,NA,NA,TRUE
"ENSG00000169660.2496586","17","havana","exon",82428030,82428127,"+","ENSG00000169660","16","HEXD","ensembl_havana","protein_coding","ENST00000582315","5","HEXD-211","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003625698","1",NA,NA,NA,TRUE
"ENSG00000169660.2496638","17","havana","exon",82424419,82424503,"+","ENSG00000169660","16","HEXD","ensembl_havana","protein_coding","ENST00000581482","5","HEXD-209","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002701363","1",NA,NA,NA,TRUE
"ENSG00000169660.2496697","17","havana","exon",82439631,82440334,"+","ENSG00000169660","16","HEXD","ensembl_havana","protein_coding","ENST00000582429","5","HEXD-212","havana","nonsense_mediated_decay","cds_start_NF","2","5","ENSE00002692552","1",NA,NA,NA,TRUE
"ENSG00000169660.2496732","17","havana","exon",82440473,82440613,"+","ENSG00000169660","16","HEXD","ensembl_havana","protein_coding","ENST00000578616","5","HEXD-205","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00003487818","1",NA,NA,NA,TRUE
"ENSG00000169660.2496745","17","havana","exon",82440000,82440334,"+","ENSG00000169660","16","HEXD","ensembl_havana","protein_coding","ENST00000583354","5","HEXD-213","havana","nonsense_mediated_decay","cds_start_NF","5","1","ENSE00002702594","1",NA,NA,NA,TRUE
"ENSG00000169679.360608","2","havana","exon",110641642,110641844,"-","ENSG00000169679","15","BUB1","ensembl_havana","protein_coding","ENST00000671097","1","BUB1-214","havana","nonsense_mediated_decay","cds_start_NF",NA,"8","ENSE00003887130","1",NA,NA,NA,TRUE
"ENSG00000169683.2493998","17","havana","exon",82029019,82029185,"+","ENSG00000169683","8","LRRC45","ensembl_havana","protein_coding","ENST00000581227","1","LRRC45-203","havana","nonsense_mediated_decay","cds_start_NF","5","8","ENSE00002687382","1",NA,NA,NA,TRUE
"ENSG00000169696.2493527","17","havana","exon",81982614,81982676,"+","ENSG00000169696","16","ASPSCR1","ensembl_havana","protein_coding","ENST00000344865","10","ASPSCR1-203","havana","nonsense_mediated_decay",NA,"2","3","ENSE00002696733","1",NA,NA,NA,TRUE
"ENSG00000169727.2494605","17","havana","exon",82053234,82053366,"+","ENSG00000169727","12","GPS1","ensembl_havana","protein_coding","ENST00000580141","5","GPS1-210","havana","nonsense_mediated_decay",NA,"5","2","ENSE00002686963","1",NA,NA,NA,TRUE
"ENSG00000169727.2494689","17","havana","exon",82053234,82053366,"+","ENSG00000169727","12","GPS1","ensembl_havana","protein_coding","ENST00000580723","5","GPS1-213","havana","nonsense_mediated_decay",NA,"4","2","ENSE00002686963","1",NA,NA,NA,TRUE
"ENSG00000169727.2494702","17","havana","exon",82053234,82053366,"+","ENSG00000169727","12","GPS1","ensembl_havana","protein_coding","ENST00000584460","5","GPS1-224","havana","nonsense_mediated_decay",NA,"2","2","ENSE00002686963","1",NA,NA,NA,TRUE
"ENSG00000169738.2494207","17","havana","exon",82036191,82036322,"-","ENSG00000169738","8","DCXR","ensembl_havana","protein_coding","ENST00000579821","5","DCXR-211","havana","nonsense_mediated_decay","cds_start_NF","3","5","ENSE00002719934","1",NA,NA,NA,TRUE
"ENSG00000169744.685176","4","havana","exon",16674200,16674319,"-","ENSG00000169744","13","LDB2","ensembl_havana","protein_coding","ENST00000508918","5","LDB2-211","havana","nonsense_mediated_decay",NA,"5","3","ENSE00002082001","1",NA,NA,NA,TRUE
"ENSG00000169752.2161421","15","havana","exon",75943572,75943654,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000566417","5","NRG4-210","havana","nonsense_mediated_decay","CCDS","3","6","ENSE00003578944","1",NA,NA,"CCDS10288",TRUE
"ENSG00000169752.2161436","15","havana","exon",75971166,75971248,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000461391","5","NRG4-202","havana","nonsense_mediated_decay",NA,"1","4","ENSE00001955952","1",NA,NA,NA,TRUE
"ENSG00000169752.2161474","15","ensembl_havana","exon",75969129,75969224,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000472094","5","NRG4-203","ensembl_havana","nonsense_mediated_decay",NA,"2","4","ENSE00003576574","1",NA,NA,NA,TRUE
"ENSG00000169752.2161492","15","havana","exon",75969129,75969224,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000568073","5","NRG4-214","havana","nonsense_mediated_decay",NA,"1","3","ENSE00003576574","1",NA,NA,NA,TRUE
"ENSG00000169752.2161515","15","havana","exon",75971166,75971248,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000565661","5","NRG4-209","havana","nonsense_mediated_decay",NA,"2","7","ENSE00001955952","1",NA,NA,NA,TRUE
"ENSG00000169752.2161541","15","havana","exon",75969129,75969224,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000562114","5","NRG4-205","havana","nonsense_mediated_decay",NA,"2","4","ENSE00003576574","1",NA,NA,NA,TRUE
"ENSG00000169752.2161560","15","havana","exon",75969129,75969224,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000567936","5","NRG4-213","havana","nonsense_mediated_decay",NA,"5","4","ENSE00003576574","1",NA,NA,NA,TRUE
"ENSG00000169752.2161579","15","havana","exon",75959022,75959140,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000563204","5","NRG4-206","havana","nonsense_mediated_decay",NA,"5","5","ENSE00003481709","1",NA,NA,NA,TRUE
"ENSG00000169752.2161615","15","havana","exon",75969129,75969224,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000498750","5","NRG4-204","havana","nonsense_mediated_decay",NA,"4","4","ENSE00003576574","1",NA,NA,NA,TRUE
"ENSG00000169752.2161636","15","havana","exon",75969129,75969224,"-","ENSG00000169752","17","NRG4","ensembl_havana","protein_coding","ENST00000567126","5","NRG4-211","havana","nonsense_mediated_decay",NA,"3","8","ENSE00003576574","1",NA,NA,NA,TRUE
"ENSG00000169762.685004","4","havana","exon",16196658,16196723,"-","ENSG00000169762","17","TAPT1","ensembl_havana","protein_coding","ENST00000513833","1","TAPT1-217","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00003559782","1",NA,NA,NA,TRUE
"ENSG00000169764.318447","2","havana","exon",63857550,63857718,"+","ENSG00000169764","15","UGP2","ensembl_havana","protein_coding","ENST00000466642","5","UGP2-205","havana","nonsense_mediated_decay",NA,"4","3","ENSE00003518984","1",NA,NA,NA,TRUE
"ENSG00000169764.318515","2","havana","exon",63862841,63862928,"+","ENSG00000169764","15","UGP2","ensembl_havana","protein_coding","ENST00000497510","5","UGP2-227","havana","nonsense_mediated_decay",NA,"4","4","ENSE00001932690","1",NA,NA,NA,TRUE
"ENSG00000169764.318542","2","havana","exon",63856788,63856882,"+","ENSG00000169764","15","UGP2","ensembl_havana","protein_coding","ENST00000483108","5","UGP2-214","havana","nonsense_mediated_decay",NA,"4","3","ENSE00001897863","1",NA,NA,NA,TRUE
"ENSG00000169764.318563","2","havana","exon",63856788,63856882,"+","ENSG00000169764","15","UGP2","ensembl_havana","protein_coding","ENST00000493222","5","UGP2-223","havana","nonsense_mediated_decay",NA,"3","3","ENSE00001897863","1",NA,NA,NA,TRUE
"ENSG00000169764.318583","2","havana","exon",63862841,63862928,"+","ENSG00000169764","15","UGP2","ensembl_havana","protein_coding","ENST00000467400","5","UGP2-206","havana","nonsense_mediated_decay",NA,"5","5","ENSE00001932690","1",NA,NA,NA,TRUE
"ENSG00000169764.318597","2","havana","exon",63857550,63857718,"+","ENSG00000169764","15","UGP2","ensembl_havana","protein_coding","ENST00000487640","5","UGP2-220","havana","nonsense_mediated_decay",NA,"4","3","ENSE00003518984","1",NA,NA,NA,TRUE
"ENSG00000169764.318779","2","havana","exon",63857550,63857718,"+","ENSG00000169764","15","UGP2","ensembl_havana","protein_coding","ENST00000487042","5","UGP2-218","havana","nonsense_mediated_decay",NA,"5","3","ENSE00003518984","1",NA,NA,NA,TRUE
"ENSG00000169789.2797248","Y","havana","exon",22512638,22512752,"+","ENSG00000169789","10","PRY","ensembl_havana","protein_coding","ENST00000477123","1","PRY-202","havana","nonsense_mediated_decay",NA,"1","5","ENSE00001876694","1",NA,NA,NA,TRUE
"ENSG00000169807.2797000","Y","havana","exon",22073644,22073758,"-","ENSG00000169807","10","PRY2","ensembl_havana","protein_coding","ENST00000472391","1","PRY2-202","havana","nonsense_mediated_decay",NA,"1","5","ENSE00001899711","1",NA,NA,NA,TRUE
"ENSG00000169855.568911","3","havana","exon",79533014,79533109,"-","ENSG00000169855","20","ROBO1","ensembl_havana","protein_coding","ENST00000492990","1","ROBO1-208","havana","nonsense_mediated_decay",NA,"3","2","ENSE00001941041","1",NA,NA,NA,TRUE
"ENSG00000169856.2128501","15","havana","exon",52787761,52788514,"-","ENSG00000169856","9","ONECUT1","ensembl_havana","protein_coding","ENST00000570208","2","ONECUT1-204","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00002626474","2",NA,NA,NA,TRUE
"ENSG00000169857.2097817","15","havana","exon",33867495,33867590,"-","ENSG00000169857","8","AVEN","ensembl_havana","protein_coding","ENST00000560649","1","AVEN-203","havana","nonsense_mediated_decay","cds_start_NF","5","3","ENSE00002561768","1",NA,NA,NA,TRUE
"ENSG00000169862.795746","5","ensembl_havana","exon",10986638,10986741,"-","ENSG00000169862","19","CTNND2","ensembl_havana","protein_coding","ENST00000513588","5","CTNND2-215","ensembl_havana","nonsense_mediated_decay",NA,"1","20","ENSE00002083099","1",NA,NA,NA,TRUE
"ENSG00000169908.618713","3","havana","exon",149375443,149375769,"-","ENSG00000169908","12","TM4SF1","ensembl_havana","protein_coding","ENST00000493298","1","TM4SF1-203","havana","nonsense_mediated_decay",NA,"4","2","ENSE00001816119","1",NA,NA,NA,TRUE
"ENSG00000169919.1097250","7","havana","exon",65979386,65979541,"-","ENSG00000169919","17","GUSB","ensembl_havana","protein_coding","ENST00000446111","1","GUSB-204","havana","nonsense_mediated_decay",NA,"1","3","ENSE00001730734","1",NA,NA,NA,TRUE
"ENSG00000170004.2351032","17","havana","exon",7904129,7904619,"+","ENSG00000170004","17","CHD3","ensembl_havana","protein_coding","ENST00000470531","5","CHD3-208","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00001848261","1",NA,NA,NA,TRUE
"ENSG00000170011.516980","3","havana","exon",40233896,40234053,"+","ENSG00000170011","14","MYRIP","ensembl_havana","protein_coding","ENST00000458292","5","MYRIP-205","havana","nonsense_mediated_decay",NA,"1","12","ENSE00001763313","1",NA,NA,NA,TRUE
"ENSG00000170037.2351523","17","havana","exon",7936238,7936482,"+","ENSG00000170037","14","CNTROB","ensembl_havana","protein_coding","ENST00000571540","5","CNTROB-206","havana","nonsense_mediated_decay","cds_start_NF","5","5","ENSE00002678822","1",NA,NA,NA,TRUE
"ENSG00000170037.2351536","17","havana","exon",7934919,7935145,"+","ENSG00000170037","14","CNTROB","ensembl_havana","protein_coding","ENST00000571632","5","CNTROB-207","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00002632229","1",NA,NA,NA,TRUE
"ENSG00000170049.2351195","17","havana","exon",7927783,7928347,"-","ENSG00000170049","9","KCNAB3","ensembl_havana","protein_coding","ENST00000570587","5","KCNAB3-202","havana","nonsense_mediated_decay",NA,"1","2","ENSE00003534786","1",NA,NA,NA,TRUE
"ENSG00000170049.2351237","17","havana","exon",7929097,7929803,"-","ENSG00000170049","9","KCNAB3","ensembl_havana","protein_coding","ENST00000570852","1","KCNAB3-203","havana","nonsense_mediated_decay",NA,"5","1","ENSE00002679314","1",NA,NA,NA,TRUE
"ENSG00000170074.911132","5","havana","exon",177747769,177747817,"-","ENSG00000170074","19","FAM153A","ensembl_havana","protein_coding","ENST00000515787","5","FAM153A-222","havana","nonsense_mediated_decay",NA,"4","3","ENSE00002070884","1",NA,NA,NA,TRUE
"ENSG00000170074.911155","5","havana","exon",177750959,177751052,"-","ENSG00000170074","19","FAM153A","ensembl_havana","protein_coding","ENST00000503845","5","FAM153A-206","havana","nonsense_mediated_decay",NA,"4","2","ENSE00003525839","1",NA,NA,NA,TRUE
"ENSG00000170091.904835","5","havana","exon",174066204,174066279,"+","ENSG00000170091","11","NSG2","ensembl_havana","protein_coding","ENST00000517587","5","NSG2-202","havana","nonsense_mediated_decay",NA,"4","4","ENSE00002134678","1",NA,NA,NA,TRUE
"ENSG00000170113.2083854","15","ensembl_havana","exon",22813633,22813714,"+","ENSG00000170113","16","NIPA1","ensembl_havana","protein_coding","ENST00000559448","5","NIPA1-204","ensembl_havana","nonsense_mediated_decay","cds_start_NF","2","4","ENSE00003567516","1",NA,NA,NA,TRUE
"ENSG00000170113.2083869","15","havana","exon",22814083,22814153,"+","ENSG00000170113","16","NIPA1","ensembl_havana","protein_coding","ENST00000557930","1","NIPA1-203","havana","nonsense_mediated_decay","cds_start_NF","2","4","ENSE00002543725","1",NA,NA,NA,TRUE
"ENSG00000170185.763935","4","havana","exon",143204417,143204532,"+","ENSG00000170185","10","USP38","ensembl_havana","protein_coding","ENST00000511739","1","USP38-203","havana","nonsense_mediated_decay","cds_start_NF","2","6","ENSE00002050103","1",NA,NA,NA,TRUE
"ENSG00000170209.1635139","11","havana","exon",113394728,113394782,"+","ENSG00000170209","5","ANKK1","ensembl_havana","protein_coding","ENST00000542948","1","ANKK1-202","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00001784533","2",NA,NA,NA,TRUE
"ENSG00000170222.2357114","17","havana","exon",10704910,10705615,"+","ENSG00000170222","12","ADPRM","ensembl_havana","protein_coding","ENST00000468843","1","ADPRM-202","havana","nonsense_mediated_decay",NA,"1","2","ENSE00001822022","1",NA,NA,NA,TRUE
"ENSG00000170231.897357","5","havana","exon",160228473,160228692,"+","ENSG00000170231","15","FABP6","ensembl_havana","protein_coding","ENST00000523955","5","FABP6-204","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002129352","1",NA,NA,NA,TRUE
"ENSG00000170234.897269","5","havana","exon",160089506,160089610,"-","ENSG00000170234","13","PWWP2A","ensembl_havana","protein_coding","ENST00000524050","5","PWWP2A-206","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002103887","1",NA,NA,NA,TRUE
"ENSG00000170234.897297","5","havana","exon",160089506,160089610,"-","ENSG00000170234","13","PWWP2A","ensembl_havana","protein_coding","ENST00000521424","1","PWWP2A-204","havana","nonsense_mediated_decay","cds_start_NF","2","2","ENSE00002103887","1",NA,NA,NA,TRUE
"ENSG00000170234.897330","5","havana","exon",160093758,160094065,"-","ENSG00000170234","13","PWWP2A","ensembl_havana","protein_coding","ENST00000520662","1","PWWP2A-203","havana","nonsense_mediated_decay","cds_start_NF","3","3","ENSE00002116394","1",NA,NA,NA,TRUE
"ENSG00000170236.2124946","15","havana","exon",50532012,50532227,"-","ENSG00000170236","15","USP50","ensembl_havana","protein_coding","ENST00000529349","1","USP50-201","havana","nonsense_mediated_decay","cds_start_NF","3","2","ENSE00002198559","1",NA,NA,NA,TRUE
"ENSG00000170248.509525","3","havana","exon",33811097,33811191,"+","ENSG00000170248","15","PDCD6IP","ensembl_havana","protein_coding","ENST00000430877","5","PDCD6IP-204","havana","nonsense_mediated_decay",NA,"3","2","ENSE00001786686","1",NA,NA,NA,TRUE
"ENSG00000170248.509621","3","havana","exon",33835254,33835318,"+","ENSG00000170248","15","PDCD6IP","ensembl_havana","protein_coding","ENST00000412887","5","PDCD6IP-202","havana","nonsense_mediated_decay",NA,"3","4","ENSE00001768142","1",NA,NA,NA,TRUE
